filename,skin_type,acne,pimples,pigmentation,wrinkles,dark_circles
dry_skin_selfie/dry_skin_selfie_00035_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00037_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00038_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00039_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00040_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00046_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00047_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00050_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00050_face_2.jpg,4,0,0,0,0,0
dry_skin_selfie/dry_skin_selfie_00053_face_1.jpg,4,0,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00000_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00005_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00005_face_2.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00006_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00008_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00009_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00011_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00015_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00016_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00018_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00020_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00021_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00025_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00027_face_1.png,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00027_face_2.png,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00029_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00031_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00032_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00032_face_2.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00033_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00035_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00037_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00038_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00040_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00040_face_2.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00044_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00047_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne/dry_skin_selfie_with_acne_00049_face_1.jpg,4,1,0,0,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00004_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00008_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00009_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00012_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00021_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00021_face_2.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00023_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00024_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00037_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00039_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00039_face_2.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00041_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00042_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00043_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00043_face_2.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00043_face_3.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00043_face_4.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00044_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00044_face_2.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00044_face_3.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00044_face_4.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00045_face_1.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00045_face_2.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00045_face_3.jpg,4,1,0,1,0,0
dry_skin_selfie_with_acne_pigmentation/dry_skin_selfie_with_acne_pigmentation_00047_face_1.png,4,1,0,1,0,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00002_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00004_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00008_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00010_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00012_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00016_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00017_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00018_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00018_face_2.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00019_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00024_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00025_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00026_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00028_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00031_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00032_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00034_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00036_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00037_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00038_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00044_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00046_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00047_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00051_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00052_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles/dry_skin_selfie_with_acne_wrinkles_00053_face_1.jpg,4,1,0,0,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00012_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00012_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00013_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00019_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00021_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00024_face_1.png,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00028_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00028_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00029_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00030_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00032_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00035_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00035_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00039_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00039_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00039_face_3.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00039_face_4.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00040_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00042_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00044_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00047_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00047_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00047_face_3.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00049_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00049_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00051_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00051_face_2.jpg,4,1,0,1,1,0
dry_skin_selfie_with_acne_wrinkles_pigmentation/dry_skin_selfie_with_acne_wrinkles_pigmentation_00052_face_1.jpg,4,1,0,1,1,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00001_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00005_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00020_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00024_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00024_face_2.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00026_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00029_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00041_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00044_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00051_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00052_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00053_face_1.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pigmentation/dry_skin_selfie_with_pigmentation_00053_face_2.jpg,4,0,0,1,0,0
dry_skin_selfie_with_pimples/dry_skin_selfie_with_pimples_00000_face_1.jpg,4,0,1,0,0,0
dry_skin_selfie_with_pimples/dry_skin_selfie_with_pimples_00000_face_2.jpg,4,0,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00000_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00008_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00010_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00010_face_2.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00011_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00013_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00017_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00019_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00023_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00024_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00025_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00026_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00027_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00029_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00031_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00034_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00036_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00037_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00038_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00038_face_2.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00039_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00040_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00041_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00042_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00047_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00049_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00052_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00052_face_2.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00053_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00054_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00054_face_2.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00056_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00057_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00058_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00059_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00062_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00062_face_2.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne/dry_skin_selfie_with_pimples_acne_00063_face_1.jpg,4,1,1,0,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00002_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00012_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00017_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00019_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00021_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00025_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00025_face_2.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00028_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00033_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00034_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00035_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00035_face_2.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00035_face_3.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00035_face_4.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00035_face_5.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00037_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00037_face_2.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00041_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00042_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00044_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00045_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00046_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00046_face_2.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00046_face_3.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00047_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00050_face_1.png,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00052_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00054_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00055_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00057_face_1.jpg,4,1,1,1,0,0
dry_skin_selfie_with_pimples_acne_pigmentation/dry_skin_selfie_with_pimples_acne_pigmentation_00057_face_2.jpg,4,1,1,1,0,0
